product_id,name,description,interest_rate_type,base_rate,term_months,min_amount,max_amount
553,LoanProd-0553 Home,LoanProd-0553 Home product for customers,FIXED,8.06,12,100000,10000000
554,LoanProd-0554 Business,LoanProd-0554 Business product for customers,VARIABLE,7.63,12,200000,5000000
555,LoanProd-0555 Education,LoanProd-0555 Education product for customers,VARIABLE,9.45,24,50000,10000000
556,LoanProd-0556 Gold,LoanProd-0556 Gold product for customers,VARIABLE,11.82,48,100000,10000000
557,LoanProd-0557 Education,LoanProd-0557 Education product for customers,FIXED,6.59,48,10000,10000000
558,LoanProd-0558 Education,LoanProd-0558 Education product for customers,FIXED,13.08,24,10000,500000
559,LoanProd-0559 Home,LoanProd-0559 Home product for customers,FIXED,10.45,12,100000,10000000
560,LoanProd-0560 Agriculture,LoanProd-0560 Agriculture product for customers,VARIABLE,11.32,48,10000,500000
561,LoanProd-0561 Auto,LoanProd-0561 Auto product for customers,FIXED,7.66,12,100000,5000000
562,LoanProd-0562 Education,LoanProd-0562 Education product for customers,FIXED,10.48,84,100000,5000000
563,LoanProd-0563 Home,LoanProd-0563 Home product for customers,FIXED,8.08,120,10000,5000000
564,LoanProd-0564 Auto,LoanProd-0564 Auto product for customers,VARIABLE,9.52,60,50000,5000000
565,LoanProd-0565 Home,LoanProd-0565 Home product for customers,VARIABLE,9.79,84,10000,5000000
566,LoanProd-0566 Education,LoanProd-0566 Education product for customers,FIXED,7.01,84,200000,10000000
567,LoanProd-0567 Home,LoanProd-0567 Home product for customers,VARIABLE,12.92,120,200000,10000000
568,LoanProd-0568 Agriculture,LoanProd-0568 Agriculture product for customers,VARIABLE,9.04,84,50000,1000000
569,LoanProd-0569 Personal,LoanProd-0569 Personal product for customers,FIXED,12.98,24,50000,500000
570,LoanProd-0570 Agriculture,LoanProd-0570 Agriculture product for customers,FIXED,10.22,24,50000,5000000
571,LoanProd-0571 Auto,LoanProd-0571 Auto product for customers,FIXED,9.49,60,100000,10000000
572,LoanProd-0572 Gold,LoanProd-0572 Gold product for customers,VARIABLE,11.45,120,200000,10000000
573,LoanProd-0573 Business,LoanProd-0573 Business product for customers,VARIABLE,10.02,60,200000,5000000
574,LoanProd-0574 Personal,LoanProd-0574 Personal product for customers,FIXED,9.84,36,100000,5000000
575,LoanProd-0575 Agriculture,LoanProd-0575 Agriculture product for customers,VARIABLE,8.68,12,50000,5000000
576,LoanProd-0576 Education,LoanProd-0576 Education product for customers,FIXED,6.65,48,100000,5000000
577,LoanProd-0577 Education,LoanProd-0577 Education product for customers,VARIABLE,10.8,24,200000,5000000
578,LoanProd-0578 Gold,LoanProd-0578 Gold product for customers,VARIABLE,13.72,12,10000,5000000
579,LoanProd-0579 Gold,LoanProd-0579 Gold product for customers,VARIABLE,11.47,24,200000,10000000
580,LoanProd-0580 Personal,LoanProd-0580 Personal product for customers,FIXED,12.71,84,10000,10000000
581,LoanProd-0581 Business,LoanProd-0581 Business product for customers,VARIABLE,8.68,36,200000,5000000
582,LoanProd-0582 Agriculture,LoanProd-0582 Agriculture product for customers,VARIABLE,6.58,36,200000,5000000
583,LoanProd-0583 Home,LoanProd-0583 Home product for customers,VARIABLE,9.52,60,200000,1000000
584,LoanProd-0584 Education,LoanProd-0584 Education product for customers,FIXED,13.31,12,50000,5000000
585,LoanProd-0585 Education,LoanProd-0585 Education product for customers,FIXED,6.49,12,200000,1000000
586,LoanProd-0586 Agriculture,LoanProd-0586 Agriculture product for customers,FIXED,6.69,84,100000,10000000
587,LoanProd-0587 Education,LoanProd-0587 Education product for customers,FIXED,7.38,36,50000,1000000
588,LoanProd-0588 Gold,LoanProd-0588 Gold product for customers,VARIABLE,12.07,120,50000,5000000
589,LoanProd-0589 Agriculture,LoanProd-0589 Agriculture product for customers,FIXED,9.84,48,10000,5000000
590,LoanProd-0590 Business,LoanProd-0590 Business product for customers,FIXED,13.64,120,10000,5000000
591,LoanProd-0591 Home,LoanProd-0591 Home product for customers,FIXED,7.57,36,10000,500000
592,LoanProd-0592 Agriculture,LoanProd-0592 Agriculture product for customers,VARIABLE,12.96,48,50000,5000000
593,LoanProd-0593 Agriculture,LoanProd-0593 Agriculture product for customers,VARIABLE,9.2,84,200000,500000
594,LoanProd-0594 Personal,LoanProd-0594 Personal product for customers,VARIABLE,8.09,48,10000,5000000
595,LoanProd-0595 Auto,LoanProd-0595 Auto product for customers,FIXED,13.14,12,200000,10000000
596,LoanProd-0596 Agriculture,LoanProd-0596 Agriculture product for customers,VARIABLE,13.45,120,200000,1000000
597,LoanProd-0597 Business,LoanProd-0597 Business product for customers,FIXED,6.38,36,50000,10000000
598,LoanProd-0598 Education,LoanProd-0598 Education product for customers,VARIABLE,10.99,12,10000,1000000
599,LoanProd-0599 Education,LoanProd-0599 Education product for customers,VARIABLE,9.27,84,50000,5000000
600,LoanProd-0600 Education,LoanProd-0600 Education product for customers,FIXED,7.37,12,100000,5000000
601,LoanProd-0601 Education,LoanProd-0601 Education product for customers,FIXED,10.46,120,10000,10000000
602,LoanProd-0602 Business,LoanProd-0602 Business product for customers,VARIABLE,13.0,60,50000,500000
603,LoanProd-0603 Auto,LoanProd-0603 Auto product for customers,VARIABLE,7.46,36,50000,5000000
604,LoanProd-0604 Business,LoanProd-0604 Business product for customers,VARIABLE,11.13,36,100000,10000000
605,LoanProd-0605 Home,LoanProd-0605 Home product for customers,VARIABLE,10.49,120,10000,10000000
606,LoanProd-0606 Agriculture,LoanProd-0606 Agriculture product for customers,VARIABLE,6.66,120,10000,500000
607,LoanProd-0607 Business,LoanProd-0607 Business product for customers,VARIABLE,9.0,12,50000,5000000
608,LoanProd-0608 Personal,LoanProd-0608 Personal product for customers,FIXED,12.35,60,50000,5000000
609,LoanProd-0609 Auto,LoanProd-0609 Auto product for customers,FIXED,9.44,36,50000,1000000
610,LoanProd-0610 Gold,LoanProd-0610 Gold product for customers,VARIABLE,11.3,48,100000,10000000
611,LoanProd-0611 Business,LoanProd-0611 Business product for customers,VARIABLE,8.8,120,100000,500000
612,LoanProd-0612 Business,LoanProd-0612 Business product for customers,FIXED,8.89,36,100000,1000000
613,LoanProd-0613 Education,LoanProd-0613 Education product for customers,VARIABLE,7.78,120,200000,10000000
614,LoanProd-0614 Education,LoanProd-0614 Education product for customers,VARIABLE,6.81,120,200000,1000000
615,LoanProd-0615 Auto,LoanProd-0615 Auto product for customers,FIXED,12.64,36,10000,10000000
616,LoanProd-0616 Business,LoanProd-0616 Business product for customers,FIXED,8.39,12,100000,1000000
617,LoanProd-0617 Personal,LoanProd-0617 Personal product for customers,VARIABLE,9.73,12,10000,500000
618,LoanProd-0618 Home,LoanProd-0618 Home product for customers,VARIABLE,11.15,48,200000,1000000
619,LoanProd-0619 Agriculture,LoanProd-0619 Agriculture product for customers,VARIABLE,10.92,36,50000,500000
620,LoanProd-0620 Agriculture,LoanProd-0620 Agriculture product for customers,VARIABLE,11.55,48,50000,1000000
621,LoanProd-0621 Personal,LoanProd-0621 Personal product for customers,VARIABLE,9.75,60,100000,10000000
622,LoanProd-0622 Personal,LoanProd-0622 Personal product for customers,FIXED,7.79,36,200000,5000000
623,LoanProd-0623 Home,LoanProd-0623 Home product for customers,VARIABLE,10.27,84,100000,10000000
624,LoanProd-0624 Auto,LoanProd-0624 Auto product for customers,VARIABLE,7.21,120,50000,5000000
625,LoanProd-0625 Personal,LoanProd-0625 Personal product for customers,VARIABLE,10.42,120,100000,10000000
626,LoanProd-0626 Education,LoanProd-0626 Education product for customers,VARIABLE,12.66,36,10000,10000000
627,LoanProd-0627 Business,LoanProd-0627 Business product for customers,FIXED,7.24,60,100000,500000
628,LoanProd-0628 Agriculture,LoanProd-0628 Agriculture product for customers,FIXED,9.28,24,50000,5000000
629,LoanProd-0629 Business,LoanProd-0629 Business product for customers,FIXED,8.4,48,10000,5000000
630,LoanProd-0630 Business,LoanProd-0630 Business product for customers,VARIABLE,11.07,12,100000,10000000
631,LoanProd-0631 Education,LoanProd-0631 Education product for customers,VARIABLE,11.76,120,50000,5000000
632,LoanProd-0632 Home,LoanProd-0632 Home product for customers,VARIABLE,11.71,60,100000,500000
633,LoanProd-0633 Gold,LoanProd-0633 Gold product for customers,FIXED,9.99,36,100000,10000000
634,LoanProd-0634 Home,LoanProd-0634 Home product for customers,FIXED,9.69,24,200000,500000
635,LoanProd-0635 Home,LoanProd-0635 Home product for customers,FIXED,9.68,60,10000,500000
636,LoanProd-0636 Agriculture,LoanProd-0636 Agriculture product for customers,FIXED,9.51,12,200000,10000000
637,LoanProd-0637 Gold,LoanProd-0637 Gold product for customers,VARIABLE,10.6,48,200000,1000000
638,LoanProd-0638 Gold,LoanProd-0638 Gold product for customers,VARIABLE,8.51,12,200000,1000000
639,LoanProd-0639 Home,LoanProd-0639 Home product for customers,VARIABLE,10.63,120,50000,10000000
640,LoanProd-0640 Business,LoanProd-0640 Business product for customers,VARIABLE,11.41,36,50000,10000000
641,LoanProd-0641 Business,LoanProd-0641 Business product for customers,FIXED,8.94,84,100000,10000000
642,LoanProd-0642 Home,LoanProd-0642 Home product for customers,VARIABLE,6.46,24,50000,1000000
643,LoanProd-0643 Personal,LoanProd-0643 Personal product for customers,FIXED,13.74,24,100000,500000
644,LoanProd-0644 Agriculture,LoanProd-0644 Agriculture product for customers,FIXED,10.9,12,100000,1000000
645,LoanProd-0645 Home,LoanProd-0645 Home product for customers,VARIABLE,13.29,36,50000,10000000
646,LoanProd-0646 Education,LoanProd-0646 Education product for customers,VARIABLE,13.8,24,200000,10000000
647,LoanProd-0647 Agriculture,LoanProd-0647 Agriculture product for customers,FIXED,8.51,84,200000,10000000
648,LoanProd-0648 Agriculture,LoanProd-0648 Agriculture product for customers,FIXED,13.61,36,10000,1000000
649,LoanProd-0649 Education,LoanProd-0649 Education product for customers,FIXED,11.31,48,50000,5000000
650,LoanProd-0650 Agriculture,LoanProd-0650 Agriculture product for customers,VARIABLE,12.75,60,50000,10000000
651,LoanProd-0651 Agriculture,LoanProd-0651 Agriculture product for customers,FIXED,10.11,120,100000,1000000
652,LoanProd-0652 Education,LoanProd-0652 Education product for customers,VARIABLE,7.9,84,200000,5000000
653,LoanProd-0653 Education,LoanProd-0653 Education product for customers,FIXED,7.13,60,200000,10000000
654,LoanProd-0654 Gold,LoanProd-0654 Gold product for customers,FIXED,6.71,24,50000,1000000
655,LoanProd-0655 Agriculture,LoanProd-0655 Agriculture product for customers,FIXED,6.6,84,50000,5000000
656,LoanProd-0656 Agriculture,LoanProd-0656 Agriculture product for customers,FIXED,12.44,12,10000,10000000
657,LoanProd-0657 Agriculture,LoanProd-0657 Agriculture product for customers,FIXED,12.74,120,100000,10000000
658,LoanProd-0658 Agriculture,LoanProd-0658 Agriculture product for customers,VARIABLE,9.61,36,100000,10000000
659,LoanProd-0659 Personal,LoanProd-0659 Personal product for customers,FIXED,7.45,84,100000,5000000
660,LoanProd-0660 Personal,LoanProd-0660 Personal product for customers,FIXED,6.88,12,100000,500000
661,LoanProd-0661 Auto,LoanProd-0661 Auto product for customers,VARIABLE,13.37,24,10000,5000000
662,LoanProd-0662 Auto,LoanProd-0662 Auto product for customers,FIXED,7.65,120,10000,1000000
663,LoanProd-0663 Business,LoanProd-0663 Business product for customers,VARIABLE,10.1,120,10000,5000000
664,LoanProd-0664 Agriculture,LoanProd-0664 Agriculture product for customers,VARIABLE,13.51,36,200000,1000000
665,LoanProd-0665 Auto,LoanProd-0665 Auto product for customers,FIXED,13.57,36,50000,1000000
666,LoanProd-0666 Auto,LoanProd-0666 Auto product for customers,VARIABLE,8.14,12,10000,500000
667,LoanProd-0667 Auto,LoanProd-0667 Auto product for customers,VARIABLE,7.35,24,200000,500000
668,LoanProd-0668 Auto,LoanProd-0668 Auto product for customers,FIXED,10.07,120,200000,5000000
669,LoanProd-0669 Business,LoanProd-0669 Business product for customers,VARIABLE,6.37,60,10000,10000000
670,LoanProd-0670 Education,LoanProd-0670 Education product for customers,VARIABLE,9.48,60,50000,10000000
671,LoanProd-0671 Business,LoanProd-0671 Business product for customers,FIXED,11.92,36,10000,10000000
672,LoanProd-0672 Business,LoanProd-0672 Business product for customers,VARIABLE,11.51,12,200000,1000000
673,LoanProd-0673 Home,LoanProd-0673 Home product for customers,VARIABLE,7.18,36,200000,500000
674,LoanProd-0674 Education,LoanProd-0674 Education product for customers,VARIABLE,6.82,48,50000,500000
675,LoanProd-0675 Auto,LoanProd-0675 Auto product for customers,FIXED,9.1,36,100000,10000000
676,LoanProd-0676 Personal,LoanProd-0676 Personal product for customers,VARIABLE,9.74,12,10000,10000000
677,LoanProd-0677 Home,LoanProd-0677 Home product for customers,VARIABLE,11.74,84,50000,500000
678,LoanProd-0678 Business,LoanProd-0678 Business product for customers,VARIABLE,12.37,60,10000,10000000
679,LoanProd-0679 Education,LoanProd-0679 Education product for customers,FIXED,7.84,24,100000,500000
680,LoanProd-0680 Education,LoanProd-0680 Education product for customers,VARIABLE,11.46,12,10000,5000000
681,LoanProd-0681 Gold,LoanProd-0681 Gold product for customers,FIXED,7.5,60,50000,10000000
682,LoanProd-0682 Business,LoanProd-0682 Business product for customers,FIXED,9.7,24,10000,5000000
683,LoanProd-0683 Auto,LoanProd-0683 Auto product for customers,FIXED,10.79,84,200000,1000000
684,LoanProd-0684 Agriculture,LoanProd-0684 Agriculture product for customers,VARIABLE,13.62,48,10000,1000000
685,LoanProd-0685 Auto,LoanProd-0685 Auto product for customers,FIXED,9.39,84,10000,10000000
686,LoanProd-0686 Personal,LoanProd-0686 Personal product for customers,VARIABLE,10.12,24,50000,1000000
687,LoanProd-0687 Agriculture,LoanProd-0687 Agriculture product for customers,VARIABLE,10.36,120,100000,1000000
688,LoanProd-0688 Education,LoanProd-0688 Education product for customers,FIXED,6.03,36,200000,1000000
689,LoanProd-0689 Agriculture,LoanProd-0689 Agriculture product for customers,VARIABLE,12.81,48,100000,5000000
690,LoanProd-0690 Personal,LoanProd-0690 Personal product for customers,VARIABLE,10.59,120,100000,500000
691,LoanProd-0691 Home,LoanProd-0691 Home product for customers,FIXED,11.88,36,10000,500000
692,LoanProd-0692 Auto,LoanProd-0692 Auto product for customers,FIXED,7.52,60,100000,5000000
693,LoanProd-0693 Gold,LoanProd-0693 Gold product for customers,VARIABLE,10.53,12,50000,5000000
694,LoanProd-0694 Agriculture,LoanProd-0694 Agriculture product for customers,VARIABLE,6.8,48,10000,10000000
695,LoanProd-0695 Education,LoanProd-0695 Education product for customers,FIXED,7.54,36,200000,10000000
696,LoanProd-0696 Home,LoanProd-0696 Home product for customers,VARIABLE,6.59,36,200000,500000
697,LoanProd-0697 Personal,LoanProd-0697 Personal product for customers,FIXED,13.71,36,50000,5000000
698,LoanProd-0698 Auto,LoanProd-0698 Auto product for customers,FIXED,9.59,60,100000,500000
699,LoanProd-0699 Agriculture,LoanProd-0699 Agriculture product for customers,VARIABLE,12.11,48,200000,10000000
700,LoanProd-0700 Agriculture,LoanProd-0700 Agriculture product for customers,VARIABLE,12.86,12,200000,5000000
701,LoanProd-0701 Auto,LoanProd-0701 Auto product for customers,VARIABLE,8.6,84,200000,1000000
702,LoanProd-0702 Agriculture,LoanProd-0702 Agriculture product for customers,FIXED,11.11,48,50000,500000
703,LoanProd-0703 Auto,LoanProd-0703 Auto product for customers,FIXED,7.42,60,200000,10000000
704,LoanProd-0704 Personal,LoanProd-0704 Personal product for customers,VARIABLE,13.17,36,100000,500000
705,LoanProd-0705 Agriculture,LoanProd-0705 Agriculture product for customers,FIXED,8.42,36,10000,5000000
706,LoanProd-0706 Education,LoanProd-0706 Education product for customers,VARIABLE,11.8,24,10000,500000
707,LoanProd-0707 Personal,LoanProd-0707 Personal product for customers,VARIABLE,6.16,36,100000,1000000
708,LoanProd-0708 Business,LoanProd-0708 Business product for customers,FIXED,9.64,120,100000,5000000
709,LoanProd-0709 Agriculture,LoanProd-0709 Agriculture product for customers,VARIABLE,9.31,12,10000,500000
710,LoanProd-0710 Home,LoanProd-0710 Home product for customers,VARIABLE,13.63,60,200000,10000000
711,LoanProd-0711 Personal,LoanProd-0711 Personal product for customers,VARIABLE,8.9,84,100000,10000000
712,LoanProd-0712 Personal,LoanProd-0712 Personal product for customers,VARIABLE,7.2,60,200000,1000000
713,LoanProd-0713 Auto,LoanProd-0713 Auto product for customers,VARIABLE,11.46,24,100000,5000000
714,LoanProd-0714 Personal,LoanProd-0714 Personal product for customers,FIXED,12.07,60,10000,5000000
715,LoanProd-0715 Education,LoanProd-0715 Education product for customers,VARIABLE,10.23,36,200000,500000
716,LoanProd-0716 Agriculture,LoanProd-0716 Agriculture product for customers,VARIABLE,9.03,60,50000,10000000
717,LoanProd-0717 Home,LoanProd-0717 Home product for customers,FIXED,10.16,48,200000,500000
718,LoanProd-0718 Gold,LoanProd-0718 Gold product for customers,VARIABLE,13.07,48,200000,5000000
719,LoanProd-0719 Business,LoanProd-0719 Business product for customers,FIXED,12.05,24,200000,1000000
720,LoanProd-0720 Business,LoanProd-0720 Business product for customers,FIXED,9.98,60,50000,10000000
721,LoanProd-0721 Home,LoanProd-0721 Home product for customers,FIXED,6.44,48,50000,5000000
722,LoanProd-0722 Home,LoanProd-0722 Home product for customers,FIXED,10.43,48,50000,1000000
723,LoanProd-0723 Education,LoanProd-0723 Education product for customers,FIXED,9.25,84,50000,5000000
724,LoanProd-0724 Auto,LoanProd-0724 Auto product for customers,FIXED,7.85,84,50000,500000
725,LoanProd-0725 Agriculture,LoanProd-0725 Agriculture product for customers,FIXED,7.73,60,50000,5000000
726,LoanProd-0726 Personal,LoanProd-0726 Personal product for customers,VARIABLE,6.18,48,10000,10000000
727,LoanProd-0727 Gold,LoanProd-0727 Gold product for customers,VARIABLE,11.66,84,10000,10000000
728,LoanProd-0728 Gold,LoanProd-0728 Gold product for customers,VARIABLE,11.23,24,100000,10000000
729,LoanProd-0729 Gold,LoanProd-0729 Gold product for customers,VARIABLE,8.58,24,100000,500000
730,LoanProd-0730 Auto,LoanProd-0730 Auto product for customers,VARIABLE,7.94,84,10000,500000
731,LoanProd-0731 Agriculture,LoanProd-0731 Agriculture product for customers,VARIABLE,12.89,36,100000,5000000
732,LoanProd-0732 Personal,LoanProd-0732 Personal product for customers,VARIABLE,12.24,36,50000,500000
733,LoanProd-0733 Home,LoanProd-0733 Home product for customers,FIXED,8.05,36,100000,5000000
734,LoanProd-0734 Auto,LoanProd-0734 Auto product for customers,FIXED,8.59,48,200000,5000000
735,LoanProd-0735 Auto,LoanProd-0735 Auto product for customers,VARIABLE,8.66,12,200000,10000000
736,LoanProd-0736 Gold,LoanProd-0736 Gold product for customers,VARIABLE,10.35,12,50000,500000
737,LoanProd-0737 Auto,LoanProd-0737 Auto product for customers,FIXED,7.35,24,10000,10000000
738,LoanProd-0738 Home,LoanProd-0738 Home product for customers,FIXED,10.97,84,100000,10000000
739,LoanProd-0739 Business,LoanProd-0739 Business product for customers,FIXED,13.61,120,50000,10000000
740,LoanProd-0740 Gold,LoanProd-0740 Gold product for customers,VARIABLE,7.28,60,200000,1000000
741,LoanProd-0741 Agriculture,LoanProd-0741 Agriculture product for customers,FIXED,8.01,24,100000,5000000
742,LoanProd-0742 Agriculture,LoanProd-0742 Agriculture product for customers,VARIABLE,7.39,120,10000,10000000
743,LoanProd-0743 Education,LoanProd-0743 Education product for customers,VARIABLE,8.48,12,200000,500000
744,LoanProd-0744 Auto,LoanProd-0744 Auto product for customers,FIXED,12.08,60,10000,10000000
745,LoanProd-0745 Home,LoanProd-0745 Home product for customers,FIXED,8.59,84,10000,1000000
746,LoanProd-0746 Gold,LoanProd-0746 Gold product for customers,VARIABLE,8.5,84,10000,1000000
747,LoanProd-0747 Home,LoanProd-0747 Home product for customers,FIXED,11.45,84,10000,500000
748,LoanProd-0748 Education,LoanProd-0748 Education product for customers,VARIABLE,8.89,36,100000,500000
749,LoanProd-0749 Business,LoanProd-0749 Business product for customers,VARIABLE,10.24,60,50000,500000
750,LoanProd-0750 Home,LoanProd-0750 Home product for customers,VARIABLE,9.25,24,200000,5000000
751,LoanProd-0751 Education,LoanProd-0751 Education product for customers,FIXED,12.24,36,50000,10000000
752,LoanProd-0752 Education,LoanProd-0752 Education product for customers,VARIABLE,8.02,24,10000,1000000
753,LoanProd-0753 Agriculture,LoanProd-0753 Agriculture product for customers,VARIABLE,6.44,60,100000,5000000
754,LoanProd-0754 Education,LoanProd-0754 Education product for customers,FIXED,7.61,60,100000,10000000
755,LoanProd-0755 Auto,LoanProd-0755 Auto product for customers,FIXED,11.51,24,200000,500000
756,LoanProd-0756 Business,LoanProd-0756 Business product for customers,FIXED,12.36,120,100000,5000000
757,LoanProd-0757 Business,LoanProd-0757 Business product for customers,FIXED,7.83,48,200000,500000
758,LoanProd-0758 Personal,LoanProd-0758 Personal product for customers,VARIABLE,10.0,12,200000,500000
759,LoanProd-0759 Home,LoanProd-0759 Home product for customers,VARIABLE,6.35,12,200000,10000000
760,LoanProd-0760 Gold,LoanProd-0760 Gold product for customers,VARIABLE,11.35,12,50000,5000000
761,LoanProd-0761 Home,LoanProd-0761 Home product for customers,FIXED,6.37,120,50000,5000000
762,LoanProd-0762 Auto,LoanProd-0762 Auto product for customers,FIXED,7.81,24,200000,500000
763,LoanProd-0763 Agriculture,LoanProd-0763 Agriculture product for customers,VARIABLE,10.6,120,50000,10000000
764,LoanProd-0764 Gold,LoanProd-0764 Gold product for customers,VARIABLE,10.04,60,10000,5000000
765,LoanProd-0765 Gold,LoanProd-0765 Gold product for customers,VARIABLE,13.32,120,10000,500000
766,LoanProd-0766 Business,LoanProd-0766 Business product for customers,FIXED,12.42,84,200000,500000
767,LoanProd-0767 Personal,LoanProd-0767 Personal product for customers,FIXED,13.79,120,200000,5000000
768,LoanProd-0768 Agriculture,LoanProd-0768 Agriculture product for customers,VARIABLE,8.42,120,10000,5000000
769,LoanProd-0769 Auto,LoanProd-0769 Auto product for customers,VARIABLE,10.49,48,50000,10000000
770,LoanProd-0770 Auto,LoanProd-0770 Auto product for customers,VARIABLE,7.04,60,10000,1000000
771,LoanProd-0771 Education,LoanProd-0771 Education product for customers,FIXED,7.42,84,200000,10000000
772,LoanProd-0772 Auto,LoanProd-0772 Auto product for customers,VARIABLE,11.67,48,200000,1000000
773,LoanProd-0773 Agriculture,LoanProd-0773 Agriculture product for customers,VARIABLE,8.38,84,100000,1000000
774,LoanProd-0774 Education,LoanProd-0774 Education product for customers,VARIABLE,12.88,60,200000,10000000
775,LoanProd-0775 Auto,LoanProd-0775 Auto product for customers,VARIABLE,8.9,12,100000,10000000
776,LoanProd-0776 Agriculture,LoanProd-0776 Agriculture product for customers,VARIABLE,7.78,60,10000,1000000
777,LoanProd-0777 Gold,LoanProd-0777 Gold product for customers,FIXED,12.1,24,100000,500000
778,LoanProd-0778 Education,LoanProd-0778 Education product for customers,VARIABLE,7.0,48,200000,500000
779,LoanProd-0779 Education,LoanProd-0779 Education product for customers,FIXED,11.77,60,100000,500000
780,LoanProd-0780 Gold,LoanProd-0780 Gold product for customers,FIXED,9.35,36,200000,1000000
781,LoanProd-0781 Business,LoanProd-0781 Business product for customers,VARIABLE,7.02,24,200000,10000000
782,LoanProd-0782 Education,LoanProd-0782 Education product for customers,FIXED,7.01,36,50000,500000
783,LoanProd-0783 Auto,LoanProd-0783 Auto product for customers,VARIABLE,12.26,24,10000,500000
784,LoanProd-0784 Education,LoanProd-0784 Education product for customers,VARIABLE,13.38,84,10000,500000
785,LoanProd-0785 Education,LoanProd-0785 Education product for customers,VARIABLE,7.19,24,10000,500000
786,LoanProd-0786 Agriculture,LoanProd-0786 Agriculture product for customers,VARIABLE,7.47,24,200000,5000000
787,LoanProd-0787 Home,LoanProd-0787 Home product for customers,VARIABLE,9.93,120,100000,10000000
788,LoanProd-0788 Gold,LoanProd-0788 Gold product for customers,FIXED,13.03,84,10000,5000000
789,LoanProd-0789 Auto,LoanProd-0789 Auto product for customers,FIXED,7.74,36,100000,10000000
790,LoanProd-0790 Agriculture,LoanProd-0790 Agriculture product for customers,VARIABLE,7.31,60,50000,5000000
791,LoanProd-0791 Gold,LoanProd-0791 Gold product for customers,VARIABLE,11.48,84,200000,10000000
792,LoanProd-0792 Agriculture,LoanProd-0792 Agriculture product for customers,FIXED,13.86,24,10000,1000000
793,LoanProd-0793 Auto,LoanProd-0793 Auto product for customers,VARIABLE,12.15,24,100000,10000000
794,LoanProd-0794 Education,LoanProd-0794 Education product for customers,FIXED,9.22,12,10000,1000000
795,LoanProd-0795 Auto,LoanProd-0795 Auto product for customers,FIXED,10.6,84,10000,10000000
796,LoanProd-0796 Personal,LoanProd-0796 Personal product for customers,VARIABLE,9.25,120,100000,5000000
797,LoanProd-0797 Auto,LoanProd-0797 Auto product for customers,VARIABLE,10.03,24,100000,5000000
798,LoanProd-0798 Personal,LoanProd-0798 Personal product for customers,FIXED,11.72,36,50000,1000000
799,LoanProd-0799 Home,LoanProd-0799 Home product for customers,VARIABLE,10.95,60,50000,500000
800,LoanProd-0800 Education,LoanProd-0800 Education product for customers,VARIABLE,9.54,36,100000,1000000
801,LoanProd-0801 Gold,LoanProd-0801 Gold product for customers,FIXED,8.45,24,200000,500000
802,LoanProd-0802 Personal,LoanProd-0802 Personal product for customers,VARIABLE,12.83,84,50000,5000000
803,LoanProd-0803 Auto,LoanProd-0803 Auto product for customers,VARIABLE,10.46,24,100000,10000000
804,LoanProd-0804 Auto,LoanProd-0804 Auto product for customers,FIXED,12.62,120,10000,1000000
805,LoanProd-0805 Auto,LoanProd-0805 Auto product for customers,FIXED,13.47,24,100000,5000000
806,LoanProd-0806 Auto,LoanProd-0806 Auto product for customers,FIXED,6.4,24,200000,5000000
807,LoanProd-0807 Home,LoanProd-0807 Home product for customers,FIXED,7.22,120,200000,5000000
808,LoanProd-0808 Home,LoanProd-0808 Home product for customers,VARIABLE,7.53,120,200000,1000000
809,LoanProd-0809 Home,LoanProd-0809 Home product for customers,FIXED,7.84,12,100000,500000
810,LoanProd-0810 Business,LoanProd-0810 Business product for customers,FIXED,7.0,120,50000,5000000
811,LoanProd-0811 Home,LoanProd-0811 Home product for customers,FIXED,9.9,12,100000,5000000
812,LoanProd-0812 Personal,LoanProd-0812 Personal product for customers,VARIABLE,6.43,60,100000,500000
813,LoanProd-0813 Personal,LoanProd-0813 Personal product for customers,FIXED,7.22,84,100000,5000000
814,LoanProd-0814 Business,LoanProd-0814 Business product for customers,VARIABLE,6.57,60,50000,5000000
815,LoanProd-0815 Agriculture,LoanProd-0815 Agriculture product for customers,VARIABLE,12.85,24,100000,1000000
816,LoanProd-0816 Gold,LoanProd-0816 Gold product for customers,FIXED,13.53,120,10000,500000
817,LoanProd-0817 Agriculture,LoanProd-0817 Agriculture product for customers,FIXED,12.58,84,100000,500000
818,LoanProd-0818 Personal,LoanProd-0818 Personal product for customers,FIXED,11.83,36,100000,500000
819,LoanProd-0819 Gold,LoanProd-0819 Gold product for customers,VARIABLE,6.88,84,200000,5000000
820,LoanProd-0820 Personal,LoanProd-0820 Personal product for customers,VARIABLE,13.6,48,200000,1000000
821,LoanProd-0821 Auto,LoanProd-0821 Auto product for customers,FIXED,13.85,48,50000,500000
822,LoanProd-0822 Agriculture,LoanProd-0822 Agriculture product for customers,VARIABLE,6.96,48,50000,500000
823,LoanProd-0823 Education,LoanProd-0823 Education product for customers,VARIABLE,13.13,84,200000,1000000
824,LoanProd-0824 Personal,LoanProd-0824 Personal product for customers,FIXED,6.07,120,10000,10000000
825,LoanProd-0825 Business,LoanProd-0825 Business product for customers,FIXED,8.5,36,50000,500000
826,LoanProd-0826 Personal,LoanProd-0826 Personal product for customers,VARIABLE,10.01,36,200000,10000000
827,LoanProd-0827 Business,LoanProd-0827 Business product for customers,FIXED,8.45,84,50000,10000000
